title,genre,budget,gross,ROI,segment
Medicine Man,Adventure,40000000.0,45500797.0,0.137519925,Other
Honeymoon in Vegas,Comedy,25000000.0,35208854.0,0.40835416,Other
Thunderheart,Crime,15000000.0,22660758.0,0.5107172,Other
Stop! Or My Mom Will Shoot,Action,45000000.0,70611210.0,0.569138,Other
Innocent Blood,Action,20000000.0,4943279.0,-0.75283605,Other
Lorenzo's Oil,Biography,30000000.0,7286388.0,-0.7571204,Failure
Final Analysis,Drama,32000000.0,28590665.0,-0.10654171875,Failure
Stay Tuned,Adventure,25000000.0,10736401.0,-0.57054396,Failure
Consenting Adults,Crime,18000000.0,21591728.0,0.19954044444444444,Other
Fortress,Action,8000000.0,6739141.0,-0.157607375,Other
Once Upon a Crime...,Comedy,18000000.0,8669847.0,-0.5183418333333333,Other
Mom and Dad Save the World,Adventure,14000000.0,2034470.0,-0.8546807142857142,Other
Supercop,Action,900000.0,16270600.0,17.078444444444443,Indie Hit
Jennifer 8,Crime,20000000.0,11390479.0,-0.43047605,Other
Memoirs of an Invisible Man,Comedy,40000000.0,14358033.0,-0.641049175,Failure
Peter's Friends,Comedy,5000000.0,4058564.0,-0.1882872,Other
Freejack,Action,30000000.0,17129026.0,-0.42903246666666667,Failure
Como agua para chocolate,Drama,2000000.0,21744201.0,9.8721005,Indie Hit
Noises Off...,Comedy,12000000.0,2280148.0,-0.8099876666666667,Other
Class Act,Comedy,7500000.0,13272113.0,0.7696150666666667,Other
Diggstown,Drama,17000000.0,4836637.0,-0.7154919411764706,Other
Kuffs,Action,10000000.0,21142815.0,1.1142815,Other
Mo' Money,Action,10000000.0,40227006.0,3.0227006,Indie Hit
Husbands and Wives,Comedy,20000000.0,10555619.0,-0.47221905,Other
Trespass,Action,14000000.0,13249535.0,-0.05360464285714286,Other
Rapid Fire,Action,10000000.0,14356479.0,0.4356479,Other
Wind,Action,29000000.0,5519569.0,-0.8096700344827586,Failure
Hero,Comedy,42000000.0,19507345.0,-0.5355394047619048,Failure
South Central,Crime,4000000.0,1373196.0,-0.656701,Other
The Muppet Christmas Carol,Comedy,12000000.0,32574382.0,1.7145318333333333,Other
Mr. Baseball,Comedy,40000000.0,20883046.0,-0.47792385,Failure
CrissCross,Crime,14000000.0,3052738.0,-0.7819472857142857,Other
Waterland,Drama,10000000.0,1100218.0,-0.8899782,Other
The Distinguished Gentleman,Comedy,50000000.0,46666502.0,-0.06666996,Failure
White Sands,Action,22000000.0,9011574.0,-0.590383,Failure
Knight Moves,Crime,9000000.0,923418.0,-0.897398,Other
Light Sleeper,Crime,5000000.0,1055987.0,-0.7888026,Other
A Midnight Clear,Drama,5000000.0,1526697.0,-0.6946606,Other
A Stranger Among Us,Crime,18000000.0,12282994.0,-0.31761144444444445,Other
Where the Day Takes You,Crime,3000000.0,390152.0,-0.8699493333333334,Other
Passion Fish,Drama,3330000.0,4814619.0,0.44583153153153154,Other
American Heart,Crime,10000000.0,384048.0,-0.9615952,Other
Christopher Columbus: The Discovery,Adventure,40000000.0,8251071.0,-0.793723225,Failure
The Public Eye,Crime,15000000.0,3067917.0,-0.7954722,Other
Article 99,Comedy,18000000.0,6375979.0,-0.6457789444444444,Other
The Mambo Kings,Drama,15500000.0,6742168.0,-0.5650214193548387,Other
City of Joy,Drama,27000000.0,14683921.0,-0.45615107407407407,Failure
Love Field,Drama,18000000.0,1014726.0,-0.9436263333333333,Other
Mr. Saturday Night,Comedy,43000000.0,13351357.0,-0.6895033255813954,Failure
Twin Dragons,Action,10000000.0,8359717.0,-0.1640283,Other
The Living End,Comedy,22769.0,692585.0,29.417892748912994,Indie Hit
Simple Men,Crime,3000000.0,143010.0,-0.95233,Other
Guncrazy,Crime,800000.0,114516.0,-0.856855,Other
Folks!,Comedy,15000000.0,6132924.0,-0.5911384,Other
Night and the City,Comedy,20000000.0,6202756.0,-0.6898622,Other
Whispers in the Dark,Drama,18000000.0,11124511.0,-0.3819716111111111,Other
Man Trouble,Comedy,30000000.0,4096030.0,-0.8634656666666667,Failure
Ruby Cairo,Mystery,24000000.0,608866.0,-0.9746305833333333,Failure
The Waterdance,Drama,2700000.0,1723319.0,-0.3617337037037037,Other
The Gun in Betty Lou's Handbag,Comedy,13000000.0,3721911.0,-0.7136991538461539,Other
Tombstone,Action,25000000.0,56505065.0,1.2602026,Other
Jurassic Park,Action,63000000.0,1033928303.0,15.411560365079366,Blockbuster
Dazed and Confused,Comedy,6900000.0,7993039.0,0.15841144927536233,Other
Schindler's List,Biography,22000000.0,322161245.0,13.643692954545454,Blockbuster
True Romance,Crime,13000000.0,13088850.0,0.006834615384615384,Other
Robin Hood: Men in Tights,Adventure,20000000.0,35739755.0,0.78698775,Other
A Bronx Tale,Crime,22000000.0,17287898.0,-0.21418645454545454,Failure
What's Eating Gilbert Grape,Drama,11000000.0,10032765.0,-0.08793045454545455,Other
Hocus Pocus,Comedy,28000000.0,44947705.0,0.6052751785714285,Other
Carlito's Way,Crime,30000000.0,63848322.0,1.1282774,Other
Mrs. Doubtfire,Comedy,25000000.0,441286195.0,16.6514478,Blockbuster
The Fugitive,Action,44000000.0,368875760.0,7.38354,Blockbuster
Demolition Man,Action,57000000.0,58055768.0,0.018522245614035086,Other
Falling Down,Action,25000000.0,40903593.0,0.63614372,Other
The Pelican Brief,Crime,45000000.0,195268056.0,3.3392901333333334,Other
The Firm,Drama,42000000.0,270248367.0,5.434484928571429,Blockbuster
Last Action Hero,Action,85000000.0,137298489.0,0.6152763411764706,Other
Sister Act 2: Back in the Habit,Comedy,38000000.0,57319029.0,0.5083955,Other
Groundhog Day,Comedy,14600000.0,71074049.0,3.8680855479452054,Indie Hit
Philadelphia,Drama,26000000.0,206678440.0,6.949170769230769,Other
Super Mario Bros.,Adventure,48000000.0,20915465.0,-0.5642611458333333,Failure
Sleepless in Seattle,Comedy,21000000.0,227927165.0,9.853674523809524,Other
Cliffhanger,Action,70000000.0,255000211.0,2.642860157142857,Other
The Piano,Drama,7000000.0,40185556.0,4.740793714285714,Indie Hit
The Nightmare Before Christmas,Animation,18000000.0,91491247.0,4.082847055555556,Indie Hit
Rookie of the Year,Comedy,10000000.0,56500758.0,4.6500758,Indie Hit
"Blood In, Blood Out",Crime,35000000.0,4496583.0,-0.8715262,Failure
In the Name of the Father,Biography,13000000.0,65796862.0,4.0612970769230765,Indie Hit
Alive,Biography,32000000.0,36733909.0,0.14793465625,Other
Addams Family Values,Comedy,47000000.0,48919043.0,0.040830702127659574,Other
Indecent Proposal,Drama,38000000.0,266614059.0,6.0161594473684215,Blockbuster
In the Line of Fire,Action,40000000.0,176997168.0,3.4249292,Other
The Age of Innocence,Drama,34000000.0,32255440.0,-0.051310588235294115,Failure
Menace II Society,Crime,3500000.0,27912072.0,6.974877714285714,Indie Hit
Gettysburg,Drama,25000000.0,10769960.0,-0.5692016,Failure
The Three Musketeers,Action,30000000.0,53898845.0,0.7966281666666667,Other
The Secret Garden,Drama,18000000.0,31181347.0,0.7322970555555556,Other
Free Willy,Adventure,20000000.0,153698625.0,6.68493125,Indie Hit
RoboCop 3,Action,22000000.0,10696210.0,-0.5138086363636364,Failure
The Remains of the Day,Drama,15000000.0,23237911.0,0.5491940666666667,Other
Hard Target,Action,18000000.0,74189677.0,3.121648722222222,Indie Hit
Fire in the Sky,Biography,15000000.0,19885552.0,0.32570346666666666,Other
Cool Runnings,Adventure,14000000.0,154856263.0,10.061161642857142,Indie Hit
Dave,Comedy,28000000.0,63270710.0,1.2596682142857143,Other
Kalifornia,Crime,9000000.0,2395231.0,-0.7338632222222222,Other
Sliver,Drama,40000000.0,116300000.0,1.9075,Other
Coneheads,Comedy,33000000.0,21274717.0,-0.3553116060606061,Failure
So I Married an Axe Murderer,Comedy,20000000.0,11585483.0,-0.42072585,Other
Hot Shots! Part Deux,Action,25000000.0,133752825.0,4.350113,Other
Much Ado About Nothing,Comedy,11000000.0,22549338.0,1.0499398181818183,Other
The Crush,Drama,6000000.0,13609396.0,1.2682326666666666,Other
Loaded Weapon 1,Action,13000000.0,27979399.0,1.1522614615384614,Other
A Perfect World,Crime,30000000.0,135130999.0,3.5043666333333334,Other
Leprechaun,Comedy,900000.0,8556940.0,8.507711111111112,Indie Hit
Malice,Crime,20000000.0,46405336.0,1.3202668,Other
What's Love Got to Do with It,Biography,15000000.0,39100956.0,1.6067304,Other
Striking Distance,Action,30000000.0,24107867.0,-0.19640443333333332,Failure
Return of the Living Dead III,Horror,2000000.0,54207.0,-0.9728965,Other
Searching for Bobby Fischer,Biography,12000000.0,7266383.0,-0.39446808333333333,Other
Jason Goes to Hell: the Final Friday,Fantasy,3000000.0,15935068.0,4.311689333333334,Indie Hit
Matinee,Comedy,13000000.0,9532895.0,-0.2667003846153846,Other
The Good Son,Drama,17000000.0,60613008.0,2.565471058823529,Other
The Beverly Hillbillies,Comedy,25000000.0,57405220.0,1.2962088,Other
Beethoven's 2nd,Comedy,15000000.0,118243066.0,6.882871066666667,Indie Hit
Killing Zoe,Crime,1500000.0,418961.0,-0.7206926666666666,Other
Cronos,Fantasy,2000000.0,621392.0,-0.689304,Other
Geronimo: An American Legend,Drama,35000000.0,18635620.0,-0.4675537142857143,Failure
Wayne's World 2,Comedy,40000000.0,48198019.0,0.204950475,Other
Romeo Is Bleeding,Crime,11500000.0,3275585.0,-0.7151665217391304,Other
Rising Sun,Action,35000000.0,107198790.0,2.0628225714285713,Other
For Love or Money,Comedy,30000000.0,11146270.0,-0.6284576666666667,Failure
Teenage Mutant Ninja Turtles III,Action,21000000.0,42273609.0,1.013029,Other
Body Snatchers,Horror,13000000.0,428868.0,-0.9670101538461539,Other
Airborne,Adventure,2600000.0,2850263.0,0.096255,Other
The Thing Called Love,Comedy,14000000.0,1029721.0,-0.9264485,Other
The House of the Spirits,Drama,40000000.0,6265311.0,-0.843367225,Failure
Little Buddha,Drama,35000000.0,4858139.0,-0.8611960285714285,Failure
Dragon,Action,14000000.0,63513743.0,3.5366959285714286,Indie Hit
Poetic Justice,Drama,14000000.0,27515786.0,0.9654132857142858,Other
The Joy Luck Club,Drama,11000000.0,32901136.0,1.9910123636363637,Other
Untamed Heart,Drama,7500000.0,18898806.0,1.5198408,Other
Batman: Mask of the Phantasm,Animation,6000000.0,5635204.0,-0.06079933333333333,Other
Freaked,Comedy,11000000.0,29296.0,-0.9973367272727273,Other
Heart and Souls,Comedy,25000000.0,16589540.0,-0.3364184,Failure
Ruby in Paradise,Drama,800000.0,1001437.0,0.25179625,Other
Six Degrees of Separation,Comedy,12000000.0,6405918.0,-0.4661735,Other
Farewell My Concubine,Drama,4000000.0,6122607.0,0.53065175,Other
Judgment Night,Action,21000000.0,12526677.0,-0.40349157142857145,Failure
Shadowlands,Biography,22000000.0,25842377.0,0.1746535,Other
Arizona Dream,Comedy,19000000.0,112547.0,-0.9940764736842105,Other
Nowhere to Run,Action,15000000.0,22189039.0,0.4792692666666667,Other
King of the Hill,Drama,8000000.0,1214231.0,-0.848221125,Other
Mad Dog and Glory,Comedy,19000000.0,11081586.0,-0.4167586315789474,Other
Red Rock West,Crime,8000000.0,2502551.0,-0.687181125,Other
The Program,Action,15000000.0,23032565.0,0.5355043333333334,Other
Ghost in the Machine,Horror,12000000.0,5086909.0,-0.5760909166666667,Other
Manhattan Murder Mystery,Comedy,13500000.0,11330911.0,-0.16067325925925927,Other
Weekend at Bernie's II,Adventure,7000000.0,12741891.0,0.8202701428571428,Other
The Adventures of Huck Finn,Adventure,6500000.0,24103594.0,2.7082452307692306,Indie Hit
Made in America,Comedy,22000000.0,104942695.0,3.7701225,Other
The Dark Half,Horror,15000000.0,10611160.0,-0.2925893333333333,Other
Only the Strong,Action,6000000.0,3283371.0,-0.4527715,Other
My Life,Drama,15000000.0,27804899.0,0.8536599333333333,Other
Look Who's Talking Now,Comedy,22000000.0,10340263.0,-0.5299880454545455,Failure
The Meteor Man,Action,20000000.0,8016708.0,-0.5991646,Other
CB4,Comedy,6000000.0,17953778.0,1.9922963333333332,Other
Calendar Girl,Comedy,13000000.0,2570550.0,-0.8022653846153847,Other
Heaven & Earth,Action,33000000.0,5864949.0,-0.8222742727272727,Failure
Indian Summer,Comedy,9000000.0,14904910.0,0.6561011111111111,Other
Once Upon a Forest,Animation,13000000.0,6582052.0,-0.4936883076923077,Other
Posse,Western,10000000.0,18289763.0,0.8289763,Other
Even Cowgirls Get the Blues,Comedy,8000000.0,1708873.0,-0.786390875,Other
Best of the Best II,Action,7000000.0,6608687.0,-0.05590185714285714,Other
The Thief and the Cobbler,Animation,25000000.0,669276.0,-0.97322896,Failure
My Boyfriend's Back,Comedy,12000000.0,3335984.0,-0.7220013333333334,Other
Warlock: The Armageddon,Action,3000000.0,3902679.0,0.300893,Other
Iron Monkey,Action,11000000.0,14694904.0,0.33590036363636366,Other
Mr. Nanny,Action,10000000.0,4348572.0,-0.5651428,Other
"Faraway, So Close!",Drama,10500000.0,810455.0,-0.9228138095238095,Other
Dangerous Game,Drama,10000000.0,1261210.0,-0.873879,Other
Deadfall,Crime,10000000.0,18369.0,-0.9981631,Other
A Home of Our Own,Biography,12000000.0,1677807.0,-0.86018275,Other
Guilty as Sin,Crime,12000000.0,22866222.0,0.9055185,Other
The Wedding Banquet,Comedy,1000000.0,6933459.0,5.933459,Indie Hit
Aspen Extreme,Drama,14000000.0,8041049.0,-0.42563935714285717,Other
Blink,Crime,11000000.0,16696219.0,0.5178380909090909,Other
Sugar Hill,Crime,10000000.0,18225518.0,0.8225518,Other
Man's Best Friend,Comedy,6000000.0,12974636.0,1.1624393333333334,Other
Mr. Jones,Drama,25000000.0,8345845.0,-0.6661662,Failure
Carnosaur,Horror,850000.0,1753979.0,1.063504705882353,Other
Mr. Wonderful,Comedy,13000000.0,3125424.0,-0.7595827692307693,Other
Cop & ½,Comedy,14000000.0,40689691.0,1.9064065,Other
Madadayo,Drama,11900000.0,596.0,-0.9999499159663866,Other
Money for Nothing,Comedy,11000000.0,1039824.0,-0.9054705454545454,Other
Son of the Pink Panther,Comedy,25000000.0,2438031.0,-0.90247876,Failure
"Bodies, Rest & Motion",Drama,2500000.0,764724.0,-0.6941104,Other
Mother's Boys,Drama,8000000.0,737548.0,-0.9078065,Other
The Nutcracker,Family,19000000.0,2119994.0,-0.8884213684210527,Other
Philadelphia Experiment II,Action,5000000.0,2970.0,-0.999406,Other
Fear of a Black Hat,Comedy,999999.0,233824.0,-0.7661757661757662,Other
Boiling Point,Action,9000000.0,10058318.0,0.11759088888888888,Other
Josh and S.A.M.,Adventure,18000000.0,1640220.0,-0.9088766666666667,Other
The Night We Never Met,Comedy,8000000.0,1884814.0,-0.76439825,Other
The Shawshank Redemption,Drama,25000000.0,28817291.0,0.15269164,Other
Pulp Fiction,Crime,8000000.0,213928762.0,25.74109525,Indie Hit
Forrest Gump,Drama,55000000.0,678226133.0,11.331384236363636,Blockbuster
True Lies,Action,115000000.0,378882411.0,2.2946296608695653,Blockbuster
The Lion King,Animation,45000000.0,1083720877.0,23.082686155555557,Blockbuster
The Mask,Action,23000000.0,351583407.0,14.286235086956522,Blockbuster
Speed,Action,30000000.0,350448145.0,10.681604833333333,Blockbuster
Stargate,Action,55000000.0,196567262.0,2.5739502181818184,Other
The Little Rascals,Comedy,23000000.0,67308282.0,1.9264470434782608,Other
Dumb and Dumber,Comedy,17000000.0,247275374.0,13.545610235294118,Indie Hit
Legends of the Fall,Drama,30000000.0,160638883.0,4.354629433333334,Other
Natural Born Killers,Action,34000000.0,50283563.0,0.4789283235294118,Other
The Crow,Action,23000000.0,50693129.0,1.2040490869565217,Other
Interview with the Vampire: the Vampire Chronicles,Drama,60000000.0,223664608.0,2.7277434666666664,Other
Four Weddings and a Funeral,Comedy,4400000.0,245700832.0,54.84109818181818,Indie Hit
The Flintstones,Comedy,46000000.0,341631208.0,6.426765391304348,Blockbuster
Ace Ventura: Pet Detective,Comedy,15000000.0,107217396.0,6.1478264,Indie Hit
Little Women,Drama,18000000.0,50083616.0,1.782423111111111,Other
Street Fighter,Action,35000000.0,99431786.0,1.8409081714285713,Other
Clear and Present Danger,Action,62000000.0,215887717.0,2.482059951612903,Other
Heavenly Creatures,Biography,5000000.0,3049135.0,-0.390173,Other
Clerks,Comedy,27000.0,3151130.0,115.70851851851852,Indie Hit
Maverick,Action,75000000.0,183031272.0,1.44041696,Other
Wyatt Earp,Adventure,63000000.0,25052000.0,-0.6023492063492063,Failure
The Last Seduction,Crime,2500000.0,5842603.0,1.3370412,Other
Little Giants,Comedy,20000000.0,19306362.0,-0.0346819,Other
Ed Wood,Biography,18000000.0,5887457.0,-0.6729190555555555,Other
Star Trek: Generations,Action,35000000.0,118071125.0,2.3734607142857143,Other
Disclosure,Drama,55000000.0,214015089.0,2.891183436363636,Other
Angels in the Outfield,Comedy,24000000.0,50236831.0,1.0932012916666667,Other
In the Mouth of Madness,Drama,8000000.0,8924549.0,0.115568625,Other
Richie Rich,Comedy,40000000.0,38087756.0,-0.0478061,Failure
Beverly Hills Cop III,Action,50000000.0,119208989.0,1.38417978,Other
Reality Bites,Comedy,11500000.0,33351557.0,1.9001353913043477,Other
Naked Gun 33 1/3: the Final Insult,Comedy,30000000.0,51132598.0,0.7044199333333333,Other
Junior,Comedy,60000000.0,108431355.0,0.80718925,Other
New Nightmare,Fantasy,8000000.0,19721741.0,1.465217625,Other
Baby's Day Out,Adventure,48000000.0,16827402.0,-0.649429125,Failure
The River Wild,Adventure,45000000.0,94216343.0,1.0936965111111112,Other
Texas Chainsaw Massacre: The Next Generation,Comedy,600000.0,185898.0,-0.69017,Other
The Next Karate Kid,Action,12000000.0,15876353.0,0.3230294166666667,Other
Blown Away,Action,28000000.0,30156002.0,0.07700007142857143,Other
Color of Night,Mystery,40000000.0,19726050.0,-0.50684875,Failure
North,Adventure,40000000.0,7182747.0,-0.820431325,Failure
Muriel's Wedding,Comedy,9000000.0,15482277.0,0.720253,Other
The Client,Crime,45000000.0,117615211.0,1.6136713555555555,Other
It Could Happen to You,Comedy,20000000.0,37939757.0,0.89698785,Other
Wolf,Drama,70000000.0,131002597.0,0.8714656714285715,Other
Mary Shelley's Frankenstein,Drama,45000000.0,112006296.0,1.4890288,Other
Exit to Eden,Comedy,25000000.0,6841570.0,-0.7263372,Failure
The Jungle Book,Adventure,27000000.0,43229904.0,0.6011075555555555,Other
The Hudsucker Proxy,Comedy,40000000.0,2816518.0,-0.92958705,Failure
Timecop,Action,27000000.0,101646581.0,2.764688185185185,Other
The Santa Clause,Comedy,22000000.0,190539357.0,7.660879863636364,Other
The Specialist,Action,45000000.0,170362582.0,2.7858351555555556,Other
The Pagemaster,Animation,27000000.0,13670688.0,-0.49367822222222224,Failure
Shallow Grave,Crime,2500000.0,2079569.0,-0.1681724,Other
Serial Mom,Comedy,13000000.0,7820688.0,-0.39840861538461536,Other
Bad Girls,Action,25000000.0,15240435.0,-0.3903826,Failure
The Shadow,Action,25000000.0,48063435.0,0.9225374,Other
Blue Sky,Drama,16000000.0,3359465.0,-0.7900334375,Other
Quiz Show,Biography,31000000.0,24822619.0,-0.19927035483870967,Failure
Surviving the Game,Action,7400000.0,7727256.0,0.044223783783783784,Other
Nell,Drama,24500000.0,106683817.0,3.3544415102040817,Other
Major League II,Comedy,25000000.0,30626182.0,0.22504728,Other
Don Juan DeMarco,Comedy,25000000.0,68792531.0,1.75170124,Other
Clifford,Comedy,19000000.0,7408745.0,-0.610066052631579,Other
Thumbelina,Animation,28000000.0,11373501.0,-0.5938035357142857,Failure
Double Dragon,Action,7850000.0,2341309.0,-0.701744076433121,Other
Death and the Maiden,Drama,12000000.0,3103716.0,-0.741357,Other
PCU,Comedy,8000000.0,4330020.0,-0.4587475,Other
The Postman,Biography,3000000.0,21898920.0,6.29964,Indie Hit
8 Seconds,Biography,7000000.0,19623396.0,1.8033422857142858,Other
The Madness of King George,Biography,65897768.0,15238689.0,-0.7687525774772827,Failure
Nobody's Fool,Comedy,20000000.0,39491975.0,0.97459875,Other
The Secret of Roan Inish,Drama,3000000.0,6159269.0,1.0530896666666667,Other
Above the Rim,Crime,3500000.0,16192320.0,3.6263771428571427,Indie Hit
Police Academy: Mission to Moscow,Comedy,6200000.0,126247.0,-0.9796375806451613,Other
On Deadly Ground,Action,50000000.0,38590458.0,-0.22819084,Failure
Ready to Wear,Comedy,18000000.0,11300653.0,-0.37218594444444447,Other
Bullets Over Broadway,Comedy,20000000.0,13383747.0,-0.33081265,Other
Crooklyn,Comedy,14000000.0,13642861.0,-0.025509928571428572,Other
Spanking the Monkey,Comedy,200000.0,1359736.0,5.79868,Indie Hit
The Legend of Drunken Master,Action,10000000.0,11555430.0,0.155543,Other
Intersection,Drama,45000000.0,21355893.0,-0.5254246,Failure
The Swan Princess,Animation,45000000.0,9771658.0,-0.7828520444444445,Failure
Renaissance Man,Comedy,40000000.0,24332324.0,-0.3916919,Failure
Jason's Lyric,Crime,7000000.0,20851521.0,1.9787887142857143,Other
The Cowboy Way,Action,35000000.0,20280016.0,-0.4205709714285714,Failure
No Escape,Action,20000000.0,15339030.0,-0.2330485,Other
The Road to Wellville,Comedy,25000000.0,6562513.0,-0.73749948,Failure
Highlander: The Final Dimension,Action,26000000.0,12303080.0,-0.5268046153846154,Failure
Cemetery Man,Comedy,4000000.0,253986.0,-0.9365035,Other
Cabin Boy,Adventure,9000000.0,3662459.0,-0.5930601111111111,Other
Guarding Tess,Comedy,20000000.0,27058304.0,0.3529152,Other
Drop Zone,Action,45000000.0,28735315.0,-0.3614374444444444,Failure
Death Wish: The Face of Death,Action,5000000.0,1702394.0,-0.6595212,Other
City Slickers II: the Legend of Curly's Gold,Comedy,40000000.0,43622150.0,0.09055375,Other
The Ref,Comedy,11000000.0,11439193.0,0.039926636363636366,Other
I.Q.,Comedy,25000000.0,26381221.0,0.05524884,Other
3 Ninjas Kick Back,Action,20000000.0,11798854.0,-0.4100573,Other
The Favor,Comedy,13000000.0,3134381.0,-0.7588937692307692,Other
The Paper,Comedy,6000000.0,48424341.0,7.0707235,Indie Hit
Terminal Velocity,Action,50000000.0,16487349.0,-0.67025302,Failure
China Moon,Crime,15000000.0,3038499.0,-0.7974334,Other
Little Odessa,Crime,2300000.0,1095885.0,-0.5235282608695652,Other
Fresh,Crime,3500000.0,8094616.0,1.3127474285714287,Other
Leprechaun 2,Comedy,2000000.0,2260622.0,0.130311,Other
Love Affair,Comedy,60000000.0,18272894.0,-0.6954517666666666,Failure
Mixed Nuts,Comedy,15000000.0,6821850.0,-0.54521,Other
Silent Fall,Drama,30000000.0,3180674.0,-0.8939775333333333,Failure
The Air Up There,Comedy,17080000.0,21011318.0,0.2301708430913349,Other
A Low Down Dirty Shame,Action,10000000.0,29392418.0,1.9392418,Other
Swimming with Sharks,Comedy,700000.0,382928.0,-0.45296,Other
I Love Trouble,Action,45000000.0,30806194.0,-0.3154179111111111,Failure
Blankman,Action,30000000.0,7941977.0,-0.7352674333333333,Failure
Mrs. Parker and the Vicious Circle,Biography,7000000.0,2144667.0,-0.693619,Other
Barcelona,Comedy,3200000.0,7266973.0,1.2709290625,Other
Pred dozhdot,Drama,1900000.0,763847.0,-0.5979752631578947,Other
Burnt by the Sun,Drama,2800000.0,2313461.0,-0.17376392857142858,Other
There Goes My Baby,Comedy,10500000.0,123509.0,-0.9882372380952381,Other
Radioland Murders,Comedy,15000000.0,1316865.0,-0.912209,Other
Being Human,Comedy,40000000.0,1519366.0,-0.96201585,Failure
Jimmy Hollywood,Crime,30000000.0,3783003.0,-0.8738999,Failure
Squanto: A Warrior's Tale,Adventure,19200000.0,3342223.0,-0.8259258854166667,Other
My Summer Story,Comedy,15000000.0,70936.0,-0.9952709333333334,Other
Getting Even with Dad,Comedy,30000000.0,18869594.0,-0.3710135333333333,Failure
Rapa Nui,Action,20000000.0,305070.0,-0.9847465,Other
Heat,Crime,60000000.0,187436818.0,2.123946966666667,Other
Clueless,Comedy,12000000.0,56631572.0,3.719297666666667,Indie Hit
Se7en,Crime,33000000.0,327333559.0,8.919198757575758,Blockbuster
Braveheart,Biography,72000000.0,213216216.0,1.9613363333333333,Other
Apollo 13,Adventure,52000000.0,355237933.0,5.831498711538462,Blockbuster
The Usual Suspects,Crime,6000000.0,23341568.0,2.890261333333333,Indie Hit
Jumanji,Adventure,65000000.0,262821940.0,3.0434144615384615,Other
Casino,Crime,52000000.0,116112375.0,1.2329302884615385,Other
Congo,Action,50000000.0,152022101.0,2.04044202,Other
Batman Forever,Action,100000000.0,336567158.0,2.36567158,Blockbuster
Kids,Drama,1500000.0,7412216.0,3.9414773333333333,Indie Hit
Toy Story,Animation,30000000.0,394436586.0,12.1478862,Blockbuster
Desperado,Action,7000000.0,25405445.0,2.6293492857142855,Other
Die Hard with a Vengeance,Action,90000000.0,366101666.0,3.067796288888889,Blockbuster
Mortal Kombat,Action,18000000.0,122195920.0,5.788662222222222,Indie Hit
Mallrats,Comedy,8000000.0,2122561.0,-0.734679875,Other
12 Monkeys,Mystery,29000001.0,168839459.0,4.822050109584479,Other
Leaving Las Vegas,Drama,3600000.0,32029928.0,7.897202222222222,Indie Hit
Showgirls,Drama,45000000.0,20358624.0,-0.5475861333333333,Failure
Before Sunrise,Drama,2500000.0,5987386.0,1.3949544,Other
Friday,Comedy,3500000.0,28215918.0,7.061690857142857,Indie Hit
Sense and Sensibility,Drama,16000000.0,134582776.0,7.4114235,Indie Hit
Waterworld,Action,175000000.0,264218220.0,0.5098184,Other
The Basketball Diaries,Biography,2000000.0,2402438.0,0.201219,Other
Bad Boys,Action,19000000.0,141407024.0,6.442474947368421,Indie Hit
Billy Madison,Comedy,10000000.0,26488734.0,1.6488734,Other
Mighty Morphin Power Rangers: The Movie,Action,20000000.0,66433194.0,2.3216597,Other
GoldenEye,Action,60000000.0,352194034.0,4.869900566666667,Blockbuster
Species,Action,35000000.0,113374103.0,2.2392600857142857,Other
Outbreak,Action,50000000.0,189859560.0,2.7971912,Other
Four Rooms,Comedy,4000000.0,4257354.0,0.0643385,Other
The Quick and the Dead,Action,32000000.0,18636537.0,-0.41760821875,Failure
Hackers,Comedy,20000000.0,7563728.0,-0.6218136,Other
Casper,Comedy,50000000.0,287928194.0,4.75856388,Blockbuster
Tank Girl,Action,25000000.0,4064495.0,-0.8374202,Failure
Pocahontas,Animation,55000000.0,346079773.0,5.292359509090909,Blockbuster
A Goofy Movie,Animation,18000000.0,35348597.0,0.9638109444444445,Other
Dangerous Minds,Biography,23000000.0,179519401.0,6.805191347826087,Other
Crimson Tide,Action,53000000.0,157387195.0,1.9695697169811321,Other
To Die For,Comedy,20000000.0,21284514.0,0.0642257,Other
Sabrina,Comedy,58000000.0,53672080.0,-0.07461931034482759,Failure
While You Were Sleeping,Comedy,17000000.0,182057016.0,9.709236235294117,Indie Hit
Get Shorty,Comedy,30250000.0,115101622.0,2.805012297520661,Other
Babe,Comedy,30000000.0,254134910.0,7.4711636666666665,Other
Dead Man Walking,Crime,11000000.0,39363635.0,2.5785122727272727,Other
The Brady Bunch Movie,Comedy,12000000.0,46576136.0,2.8813446666666667,Indie Hit
Johnny Mnemonic,Action,26000000.0,19075720.0,-0.26631846153846156,Failure
The Bridges of Madison County,Drama,24000000.0,182016617.0,6.584025708333333,Other
Strange Days,Action,42000000.0,7959291.0,-0.8104930714285714,Failure
Cutthroat Island,Action,98000000.0,10017322.0,-0.8977824285714285,Failure
Judge Dredd,Action,90000000.0,113493481.0,0.2610386777777778,Other
The City of Lost Children,Fantasy,18000000.0,1781465.0,-0.9010297222222222,Other
Copycat,Drama,20000000.0,32051917.0,0.60259585,Other
Powder,Drama,9500000.0,30862156.0,2.248648,Other
A Little Princess,Drama,17000000.0,10015449.0,-0.41085594117647056,Other
The American President,Comedy,62000000.0,107879496.0,0.7399918709677419,Other
